cod_estab,NOM_ESTAB_2013,Dirección_2013,NOM_DEPA_2013,NOM_MUNI_2013,SECTOR_2013,AREA_2013,PLAN_2013,JORNADA_2013,CANTIDAD_EVALUADOS_ESTABLECIMIENTO_2013,RAMA_ABSTRACTA_MAGISTERIO_CANTIDAD_2013,RAMA_ABSTRACTA_BACHILLERATO_CANTIDAD_2013,RAMA_ABSTRACTA_PERITO_CANTIDAD_2013,RAMA_ABSTRACTA_SECRETARIADO_CANTIDAD_2013,RAMA_ABSTRACTA_TECNICO_CANTIDAD_2013,RAMA_ABSTRACTA_MISSING_CANTIDAD_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,NO_LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_EXCELENTE_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_SATISFACTORIO_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_DEBE_MEJORAR_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_LECTURA_INSATISFACTORIO_mean_2013_ESTUD_CON_FORMA,LOGRO_LECTURA_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,NO_LOGRO_LECTURA_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,LOGRO_LEC_NO_IDENTIFICADO_NO_INDICA_FORMA_2013,DESEMPEÑO_LECTURA_EXCELENTE_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_SATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_DEBE_MEJORAR_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_INSATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_LECTURA_SIN_FORMA_mean_2013_TODOS_ESTUDIANTES,NUM_ALUM_10_EVAL_LECTURA_CANTIDAD_2013,LOGRO_LECTURA_establecimiento_2010,LOGRO_LECTURA_establecimiento_2011,LOGRO_LECTURA_establecimiento_2012,LOGRO_LECTURA_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA_DUPLICADA,LOGRO_LECTURA_NACIONAL_2013,LOGRO_LECTURA_DEPARTAMENTAL_2013,LOGRO_LECTURA_MUNICIPAL_2013,NO_LOGRO_LECTURA_NACIONAL_2013,NO_LOGRO_LECTURA_DEPARTAMENTAL_2013,NO_LOGRO_LECTURA_MUNICIPAL_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_2_O_MENOS_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_3A6_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_MAS6_mean_2013,LC_CUANTOS_LIBROS_COMPLETOS_HA_LEÍDO_NO_INDICÓ_mean_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_EXCELENTE_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_SATISFACTORIO_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_DEBE_MEJORAR_mean_2013_ESTUD_CON_FORMA,DESEMPEÑO_MATEMÁTICAS_INSATISFACTORIO_mean_2013_ESTUD_CON_FORMA,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_TODOS_ESTUDIANTES,LOGRO_MATE_NO_IDENTIFICADO_NO_INDICA_FORMA_2013,DESEMPEÑO_MATEMÁTICAS_EXCELENTE_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_SATISFACTORIO_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_DEBE_MEJORAR_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_INSATISFACT_mean_2013_TODOS_ESTUDIANTES,DESEMPEÑO_MATEMÁTICAS_SIN_FORMA_mean_2013_TODOS_ESTUDIANTES,NUM_ALUM_10_EVAL_MATEMÁTICAS_CANTIDAD_2013,LOGRO_MATE_establecimiento_2010,LOGRO_MATE_establecimiento_2011,LOGRO_MATE_establecimiento_2012,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2013_ESTUD_CON_FORMA_DUPLICADA,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_2013,LOGRO_MATEMÁTICAS_NACIONAL_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_2013,NO_LOGRO_MATEMÁTICAS_NACIONAL_2013,NO_LOGRO_MATEMÁTICAS_DEPARTAMENTAL_2013,NO_LOGRO_MATEMÁTICAS_MUNICIPAL_2013
00-01-0240-46,INSTITUTO DE EDUCACION DIVERSIFICADA 'RAFAEL LANDIVAR',8A CALLE 2-46,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,22,0,22,0,0,0,0,59.090909,40.909091,27.272727,31.818182,13.636364,27.272727,59.090909,40.909091,0,27.272727,31.818182,13.636364,27.272727,0,6,40.740741,35.294118,60,59.090909,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,72.727273,22.727273,4.545455,0,18.181818,81.818182,9.090909,9.090909,54.545455,27.272727,18.181818,81.818182,0,9.090909,9.090909,54.545455,27.272727,0,2,11.111111,20.588235,26.315789,18.181818,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0243-46,CENTRO EDUCACIONAL MIXTO PRIVADO  KINGSTON,8A CALLE 12-46,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,30,11,6,13,0,0,0,23.333333,76.666667,13.333333,10,40,36.666667,23.333333,76.666667,0,13.333333,10,40,36.666667,0,2,19.230769,32.258065,15.384615,23.333333,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,83.333333,16.666667,0,0,0,100,0,0,26.666667,73.333333,0,100,0,0,0,26.666667,73.333333,0,0,0,3.225806,3.846154,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0247-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  JOSE MARTI,8A CALLE 12-41,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,40,40,0,0,0,0,0,22.5,77.5,20,2.5,27.5,50,22.5,77.5,0,20,2.5,27.5,50,0,2,11.111111,8,25,22.5,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,40,50,10,0,7.5,92.5,2.5,5,12.5,80,7.5,92.5,0,2.5,5,12.5,80,0,1,0,4,4.545455,7.5,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0248-46,COLEGIO 'EL CAMINO',10A CALLE 11-46,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,6,0,3,3,0,0,0,66.666667,33.333333,33.333333,33.333333,16.666667,16.666667,66.666667,33.333333,0,33.333333,33.333333,16.666667,16.666667,0,7,33.333333,68.421053,69.230769,66.666667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,66.666667,33.333333,0,0,16.666667,83.333333,16.666667,0,66.666667,16.666667,16.666667,83.333333,0,16.666667,0,66.666667,16.666667,0,2,13.333333,26.315789,46.153846,16.666667,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0249-46,INSTITUTO DE EDUCACION DIVERSIFICADA 'LICEO MONTESSORI',7A CALLE 12-51,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,6,0,6,0,0,0,0,66.666667,33.333333,33.333333,33.333333,33.333333,0,66.666667,33.333333,0,33.333333,33.333333,33.333333,0,0,7,42.857143,60,14.285714,66.666667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,66.666667,16.666667,16.666667,0,16.666667,83.333333,16.666667,0,16.666667,66.666667,16.666667,83.333333,0,16.666667,0,16.666667,66.666667,0,2,0,20,0,16.666667,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0251-46,INSTITUTO DE EDUCACION DIVERSIFICADA 'LICEO MERCANTIL',12 AVE. 12-31,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,48,0,15,33,0,0,0,33.333333,66.666667,10.416667,22.916667,43.75,22.916667,33.333333,66.666667,0,10.416667,22.916667,43.75,22.916667,0,3,26.436782,17.647059,43.478261,33.333333,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,83.333333,12.5,4.166667,0,2.083333,97.916667,0,2.083333,39.583333,58.333333,2.083333,97.916667,0,0,2.083333,39.583333,58.333333,0,0,1.136364,0,8.695652,2.083333,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0253-46,INSTITUTO Y ACADEMIA PRACTICA COMERCIAL,6A. CALLE 0-25,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,31,20,8,3,0,0,0,32.258065,67.741935,12.903226,19.354839,38.709677,29.032258,32.258065,67.741935,0,12.903226,19.354839,38.709677,29.032258,0,3,31.25,21.276596,37.037037,32.258065,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,77.419355,22.580645,0,0,3.225806,96.774194,0,3.225806,32.258065,64.516129,3.225806,96.774194,0,0,3.225806,32.258065,64.516129,0,0,0,0,12.903226,3.225806,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0254-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  INDO LATINO,4A AVE. 13-35,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,78,35,32,6,5,0,0,20.512821,79.487179,7.692308,12.820513,29.487179,50,20.512821,79.487179,0,7.692308,12.820513,29.487179,50,0,2,26.086957,6.976744,20.689655,20.512821,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,75.641026,23.076923,1.282051,0,1.282051,98.717949,0,1.282051,17.948718,80.769231,1.282051,98.717949,0,0,1.282051,17.948718,80.769231,0,0,0,0,3.333333,1.282051,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0261-46,INSTITUTO DE EDUCACION DIVERSIFICADA 'RAFAEL LANDIVAR',8A CALLE 2-46,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,23,0,0,23,0,0,0,52.173913,47.826087,26.086957,26.086957,30.434783,17.391304,52.173913,47.826087,0,26.086957,26.086957,30.434783,17.391304,0,5,26.666667,44.444444,60,52.173913,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,95.652174,4.347826,0,0,52.173913,47.826087,26.086957,26.086957,30.434783,17.391304,52.173913,47.826087,0,26.086957,26.086957,30.434783,17.391304,0,5,0,44.444444,15,52.173913,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0262-46,LICEO CANADIENSE,11 CALLE 1-53,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,36,0,17,19,0,0,0,50,50,38.888889,11.111111,30.555556,19.444444,50,50,0,38.888889,11.111111,30.555556,19.444444,0,5,32.394366,25.806452,31.914894,50,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,86.111111,13.888889,0,0,19.444444,80.555556,5.555556,13.888889,38.888889,41.666667,19.444444,80.555556,0,5.555556,13.888889,38.888889,41.666667,0,2,1.408451,8.064516,6.382979,19.444444,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0281-46,CENTRO CULTURAL DE LAS AMERICAS NO. 3,2A. AVENIDA 12-23,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),VESPERTINA,71,0,71,0,0,0,0,36.619718,63.380282,15.492958,21.126761,29.577465,33.802817,36.619718,63.380282,0,15.492958,21.126761,29.577465,33.802817,0,4,20,13.333333,19.354839,36.619718,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,91.549296,7.042254,1.408451,0,7.042254,92.957746,1.408451,5.633803,46.478873,46.478873,7.042254,92.957746,0,1.408451,5.633803,46.478873,46.478873,0,1,2.222222,10,1.612903,7.042254,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0282-46,"COLEGIO ""SANTA MONICA""",10A. CALLE 11-41,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,9,9,0,0,0,0,0,88.888889,11.111111,55.555556,33.333333,11.111111,0,88.888889,11.111111,0,55.555556,33.333333,11.111111,0,0,9,38.461538,,27.272727,88.888889,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,33.333333,55.555556,11.111111,0,44.444444,55.555556,22.222222,22.222222,11.111111,44.444444,44.444444,55.555556,0,22.222222,22.222222,11.111111,44.444444,0,4,0,,9.090909,44.444444,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0292-46,COLEGIO EN COMPUTACION SAN JOSE NO. 1,4A. AVENDA 3-39,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,7,0,3,4,0,0,0,14.285714,85.714286,14.285714,0,28.571429,57.142857,14.285714,85.714286,0,14.285714,0,28.571429,57.142857,0,1,38.095238,3.703704,19.047619,14.285714,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,85.714286,14.285714,0,0,0,100,0,0,42.857143,57.142857,0,100,0,0,0,42.857143,57.142857,0,0,0,0,4.761905,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0293-46,COLEGIO EN COMPUTACION SAN JOSE NO. 1,4A. AVENIDA 3-39,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,12,0,12,0,0,0,0,16.666667,83.333333,8.333333,8.333333,16.666667,66.666667,16.666667,83.333333,0,8.333333,8.333333,16.666667,66.666667,0,2,12,16.666667,20,16.666667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,75,25,0,0,8.333333,91.666667,0,8.333333,25,66.666667,8.333333,91.666667,0,0,8.333333,25,66.666667,0,1,0,0,0,8.333333,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0309-46,COLEGIO DE INNOVACION TECNOLOGICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,58,0,58,0,0,0,0,41.37931,58.62069,15.517241,25.862069,27.586207,31.034483,41.37931,58.62069,0,15.517241,25.862069,27.586207,31.034483,0,4,48.648649,37.5,31.578947,41.37931,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,48.275862,39.655172,12.068966,0,10.344828,89.655172,5.172414,5.172414,39.655172,50,10.344828,89.655172,0,5.172414,5.172414,39.655172,50,0,1,5.405405,15,7.692308,10.344828,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0318-46,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,63,0,41,22,0,0,0,26.984127,73.015873,11.111111,15.873016,31.746032,41.269841,26.984127,73.015873,0,11.111111,15.873016,31.746032,41.269841,0,3,23.880597,34.782609,33.333333,26.984127,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,80.952381,17.460317,0,1.587302,3.174603,96.825397,0,3.174603,28.571429,68.253968,3.174603,96.825397,0,0,3.174603,28.571429,68.253968,0,0,2.985075,10.869565,7.692308,3.174603,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0322-46,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,24,0,24,0,0,0,0,12.5,87.5,0,12.5,16.666667,70.833333,12.5,87.5,0,0,12.5,16.666667,70.833333,0,1,26.315789,20,34.615385,12.5,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,83.333333,16.666667,0,0,0,100,0,0,20.833333,79.166667,0,100,0,0,0,20.833333,79.166667,0,0,5.263158,5,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0323-46,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,68,0,46,11,11,0,0,17.647059,82.352941,13.235294,4.411765,26.470588,55.882353,17.647059,82.352941,0,13.235294,4.411765,26.470588,55.882353,0,2,8.695652,14.516129,18.84058,17.647059,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,79.411765,20.588235,0,0,1.470588,98.529412,0,1.470588,22.058824,76.470588,1.470588,98.529412,0,0,1.470588,22.058824,76.470588,0,0,0,6.451613,1.449275,1.470588,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0336-46,LICEO JUVENTUD XXI,"4A. CALLE ""A"" 01-37",CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,4,0,0,4,0,0,0,50,50,0,50,25,25,50,50,0,0,50,25,25,0,5,33.333333,66.666667,0,50,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,75,25,0,0,0,100,0,0,25,75,0,100,0,0,0,25,75,0,0,0,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0339-46,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,67,0,39,28,0,0,0,32.835821,67.164179,8.955224,23.880597,37.313433,29.850746,32.835821,67.164179,0,8.955224,23.880597,37.313433,29.850746,0,3,38.095238,30.555556,40.350877,32.835821,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,80.597015,13.432836,5.970149,0,8.955224,91.044776,4.477612,4.477612,35.820896,55.223881,8.955224,91.044776,0,4.477612,4.477612,35.820896,55.223881,0,1,7.936508,2.777778,3.508772,8.955224,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0340-46,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,14,0,0,14,0,0,0,35.714286,64.285714,28.571429,7.142857,50,14.285714,35.714286,64.285714,0,28.571429,7.142857,50,14.285714,0,4,50,33.333333,33.333333,35.714286,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,78.571429,21.428571,0,0,7.142857,92.857143,0,7.142857,35.714286,57.142857,7.142857,92.857143,0,0,7.142857,35.714286,57.142857,0,1,10,0,0,7.142857,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0343-46,CENTRO CULTURAL DE LAS AMERICAS NO. 3,2A. AVENIDA 12-23,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,43,0,27,11,5,0,0,18.604651,81.395349,11.627907,6.976744,30.232558,51.162791,18.604651,81.395349,0,11.627907,6.976744,30.232558,51.162791,0,2,41.666667,27.777778,24.561404,18.604651,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,86.046512,9.302326,4.651163,0,2.325581,97.674419,0,2.325581,32.55814,65.116279,2.325581,97.674419,0,0,2.325581,32.55814,65.116279,0,0,0,5.555556,0,2.325581,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0345-46,COLEGIO SALVA TERRA,3A. AVENIDA 13-23,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,25,0,11,8,6,0,0,16.666667,83.333333,4.166667,12.5,41.666667,41.666667,16,80,4,4,12,40,40,4,2,25,30.434783,10.526316,16.666667,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,88,12,0,0,0,100,0,0,16,84,0,100,0,0,0,16,84,0,0,12.5,0,2.631579,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0353-46,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,35,0,35,0,0,0,0,34.285714,65.714286,20,14.285714,28.571429,37.142857,34.285714,65.714286,0,20,14.285714,28.571429,37.142857,0,3,,28.571429,43.478261,34.285714,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,71.428571,20,5.714286,2.857143,5.714286,94.285714,2.857143,2.857143,37.142857,57.142857,5.714286,94.285714,0,2.857143,2.857143,37.142857,57.142857,0,1,,0,4.347826,5.714286,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0354-46,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),DOBLE,6,0,6,0,0,0,0,50,50,33.333333,16.666667,16.666667,33.333333,50,50,0,33.333333,16.666667,16.666667,33.333333,0,5,,0,58.333333,50,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,83.333333,0,16.666667,0,16.666667,83.333333,16.666667,0,33.333333,50,16.666667,83.333333,0,16.666667,0,33.333333,50,0,2,,0,8.333333,16.666667,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0360-46,CENTRO EDUCATIVO RENUEVO,6A. AVENIDA 2-34,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,A DISTANCIA,INTERMEDIA,32,0,32,0,0,0,0,15.625,84.375,3.125,12.5,15.625,68.75,15.625,84.375,0,3.125,12.5,15.625,68.75,0,2,16.666667,12.5,8.62069,15.625,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,40.625,46.875,9.375,3.125,0,100,0,0,12.5,87.5,0,100,0,0,0,12.5,87.5,0,0,0,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0363-46,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A. CALLE 12-46,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,13,0,13,0,0,0,0,23.076923,76.923077,7.692308,15.384615,23.076923,53.846154,23.076923,76.923077,0,7.692308,15.384615,23.076923,53.846154,0,2,15.384615,20,30.769231,23.076923,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,53.846154,38.461538,7.692308,0,0,100,0,0,23.076923,76.923077,0,100,0,0,0,23.076923,76.923077,0,0,0,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0366-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,10A. CALLE 3-15,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,17,0,4,3,10,0,0,17.647059,82.352941,0,17.647059,11.764706,70.588235,17.647059,82.352941,0,0,17.647059,11.764706,70.588235,0,2,9.52381,12.359551,21.428571,17.647059,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,70.588235,17.647059,11.764706,0,0,100,0,0,11.764706,88.235294,0,100,0,0,0,11.764706,88.235294,0,0,0,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0368-46,LICEO METROPOLITANO EN COMPUTACION II,11A. CALLE 2-54,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,5,0,5,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,,,,0,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,60,40,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,,,,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0369-46,LICEO METROPOLITANO EN COMPUTACION II,11A. CALLE 2-54,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,8,0,8,0,0,0,0,25,75,0,25,62.5,12.5,25,75,0,0,25,62.5,12.5,0,3,9.52381,0,,25,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,75,12.5,12.5,0,0,100,0,0,37.5,62.5,0,100,0,0,0,37.5,62.5,0,0,0,0,,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0376-46,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,11,0,9,0,2,0,0,27.272727,72.727273,9.090909,18.181818,27.272727,45.454545,27.272727,72.727273,0,9.090909,18.181818,27.272727,45.454545,0,3,,,12.5,27.272727,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,90.909091,9.090909,0,0,0,100,0,0,36.363636,63.636364,0,100,0,0,0,36.363636,63.636364,0,0,,,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0377-46,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,5,0,5,0,0,0,0,20,80,0,20,40,40,20,80,0,0,20,40,40,0,2,,33.333333,20,20,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,80,20,0,0,0,100,0,0,20,80,0,100,0,0,0,20,80,0,0,,0,0,0,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0380-46,CENTRO INTERCULTURAL DE COMPUTACION Y TURISMO C.I.C.T,11 CALLE 1-56,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,28,0,11,12,5,0,0,50,50,25,25,21.428571,28.571429,50,50,0,25,25,21.428571,28.571429,0,5,,18.421053,45.16129,50,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,60.714286,39.285714,0,0,14.285714,85.714286,3.571429,10.714286,28.571429,57.142857,14.285714,85.714286,0,3.571429,10.714286,28.571429,57.142857,0,1,,7.692308,6.451613,14.285714,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0388-46,COLEGIO DE INNOVACION TECNOLOGICA EDUCATIVA (C.I.T.E),13 CALLE 3-23,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,20,0,20,0,0,0,0,10,90,5,5,20,70,10,90,0,5,5,20,70,0,1,,,0,10,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,70,25,5,0,10,90,0,10,10,80,10,90,0,0,10,10,80,0,1,,,0,10,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
00-01-0390-46,COLEGIO DE INNOVACION TECNOLOGICA (C.I.T.E),13 CALLE 3-23,CIUDAD CAPITAL,ZONA 1,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,68,0,68,0,0,0,0,17.647059,82.352941,11.764706,5.882353,23.529412,58.823529,17.647059,82.352941,0,11.764706,5.882353,23.529412,58.823529,0,2,,22.222222,33.783784,17.647059,26.033747,37.890338,32.762074,73.966253,62.109662,67.237926,64.705882,29.411765,5.882353,0,1.470588,98.529412,1.470588,0,23.529412,75,1.470588,98.529412,0,1.470588,0,23.529412,75,0,0,,3.448276,1.351351,1.470588,13.211874,8.019557,8.429005,91.980443,86.788126,91.570995
